country,resort,hotel,price (£),distance_from_lift_(m),altitude (m),totalPiste (km),totalLifts,gondolas,chairlifts,draglifts,blues,reds,blacks,totalRuns,link,sleeps,decSnowLow2020(cm),decSnowHigh2020(cm),janSnowLow2020(cm),janSnowHigh2020(cm),febSnowLow2020(cm),febSnowHigh2020(cm),price ($),ratings,num_reviews,relative_score,value_metric,proportion_blues,proportion_reds,proportion_blacks
italy,la-thuile,hotel-planibel,873.0,5.0,1441.0,150.0,36,1,16,19,13,14,6,33,https://www.igluski.com/ski-resorts/italy/la-thuile/hotel-planibel_500?holidayId=58512782,762,15.0,90.0,190.0,225.0,174.0,263.0,1073.79,3.9,1579,6158.099999999999,5.7349202358002955,0.3939393939393939,0.3939393939393939,0.18181818181818182
austria,bad-hofgastein,hotel-der-salzburger-hof,874.0,,870.0,208.0,49,11,19,18,16,38,6,60,https://www.igluski.com/ski-resorts/austria/bad-hofgastein/hotel-der-salzburger-hof_1255?holidayId=58542495,,0.0,100.0,48.0,155.0,45.0,176.0,1075.02,4.6,505,2323.0,2.160890029952931,0.26666666666666666,0.26666666666666666,0.1
italy,selva-val-gardena,hotel-posta-al-cervo,874.0,800.0,1563.0,175.0,81,9,41,31,32,23,4,59,https://www.igluski.com/ski-resorts/italy/selva-val-gardena/hotel-posta-al-cervo_39293?holidayId=58453197,,72.0,165.0,50.0,150.0,49.0,149.0,1075.02,4.6,99,455.4,0.4236200256739409,0.5423728813559322,0.5423728813559322,0.06779661016949153
italy,canazei,hotel-dolomiti,878.0,500.0,1460.0,120.0,58,9,28,21,30,41,3,74,https://www.igluski.com/ski-resorts/italy/canazei/hotel-dolomiti_20969?holidayId=58515112,180,50.0,160.0,50.0,120.0,50.0,120.0,1079.94,4.1,497,2037.6999999999998,1.8868640850417613,0.40540540540540543,0.40540540540540543,0.04054054054054054
italy,sauze-d-oulx,hotel-new-miravalle,879.0,,1503.0,400.0,89,0,35,54,31,97,32,160,https://www.igluski.com/ski-resorts/italy/sauze-d-oulx/hotel-new-miravalle_3792?holidayId=58534895,,150.0,220.0,35.0,300.0,96.0,280.0,1081.17,4.1,61,250.09999999999997,0.2313234736442927,0.19375,0.19375,0.2
austria,zell-am-see,landhotel-martha,880.0,,758.0,136.0,55,13,18,24,31,19,9,59,https://www.igluski.com/ski-resorts/austria/zell-am-see/landhotel-martha_22321?holidayId=58500797,20,0.0,58.0,43.0,147.0,46.0,150.0,1082.4,4.4,154,677.6,0.6260162601626016,0.5254237288135594,0.5254237288135594,0.15254237288135594
finland,levi,hotel-levi-panorama,881.0,,200.0,44.0,27,2,2,14,19,22,2,43,https://www.igluski.com/ski-resorts/finland/levi/hotel-levi-panorama_36700?holidayId=58271288,340,35.0,45.0,65.0,75.0,90.0,115.0,1083.6299999999999,4.4,1220,5368.0,4.953720365807518,0.4418604651162791,0.4418604651162791,0.046511627906976744
andorra,arinsal,hotel-princesa-parc,883.0,200.0,1550.0,63.0,30,2,11,13,22,16,4,42,https://www.igluski.com/ski-resorts/andorra/arinsal/hotel-princesa-parc_6213?holidayId=58394624,500,30.0,60.0,130.0,180.0,120.0,170.0,1086.09,4.2,1603,6732.6,6.198933790017403,0.5238095238095238,0.5238095238095238,0.09523809523809523
france,morzine,hotel-igloo,886.0,,1000.0,650.0,206,14,82,110,153,127,28,308,https://www.igluski.com/ski-resorts/france/morzine/hotel-igloo_1544?holidayId=58520752,,10.0,50.0,40.0,190.0,23.0,156.0,1089.78,4.4,114,501.6,0.46027638605957166,0.4967532467532468,0.4967532467532468,0.09090909090909091
france,chatel,hotel-le-tremplin,888.0,300.0,1200.0,650.0,206,14,78,114,153,127,28,308,https://www.igluski.com/ski-resorts/france/chatel/hotel-le-tremplin_40615?holidayId=58452973,70,10.0,50.0,40.0,190.0,23.0,156.0,1092.24,4.1,62,254.2,0.23273273273273273,0.4967532467532468,0.4967532467532468,0.09090909090909091
austria,soll,hotel-feldwebel,890.0,,703.0,250.0,94,11,38,44,63,57,8,128,https://www.igluski.com/ski-resorts/austria/soll/hotel-feldwebel_4140?holidayId=58496403,64,0.0,25.0,33.0,76.0,48.0,85.0,1094.7,4.3,210,903.0,0.8248835297341737,0.4921875,0.4921875,0.0625
italy,sestriere,hotel-du-col,891.0,,2035.0,400.0,94,5,35,54,43,73,30,146,https://www.igluski.com/ski-resorts/italy/sestriere/hotel-du-col_3797?holidayId=58453243,140,150.0,220.0,35.0,300.0,96.0,280.0,1095.93,4.6,94,432.4,0.39455074685426983,0.2945205479452055,0.2945205479452055,0.2054794520547945
italy,gressoney,hotel-scoiattolo,891.0,,1637.0,150.0,13,3,5,5,7,20,5,32,https://www.igluski.com/ski-resorts/italy/gressoney/hotel-scoiattolo_1793?holidayId=58520980,30,10.0,110.0,30.0,120.0,30.0,120.0,1095.93,4.7,256,1203.2,1.097880339072751,0.21875,0.21875,0.15625
austria,soll,hotel-modlinger,893.0,1000.0,703.0,250.0,94,11,38,44,63,57,8,128,https://www.igluski.com/ski-resorts/austria/soll/hotel-modlinger_1982?holidayId=58519006,72,0.0,25.0,33.0,76.0,48.0,85.0,1098.3899999999999,4.0,35,140.0,0.12745928131173812,0.4921875,0.4921875,0.0625
italy,campitello,hotel-christine,893.0,600.0,1448.0,17.0,9,2,5,2,3,4,1,8,https://www.igluski.com/ski-resorts/italy/campitello/hotel-christine_42104?holidayId=58448941,50,,,,,,,1098.3899999999999,4.6,82,377.2,0.3434117207913401,0.375,0.375,0.125
austria,mayrhofen,der-siegeler,897.0,950.0,630.0,600.0,52,8,27,17,43,75,15,133,https://www.igluski.com/ski-resorts/austria/mayrhofen/der-siegeler_36810?holidayId=58537496,80,0.0,60.0,5.0,80.0,2.0,99.0,1103.31,4.6,141,648.5999999999999,0.5878674171357098,0.3233082706766917,0.3233082706766917,0.11278195488721804
italy,folgarida,hotel-caminetto,897.0,100.0,1300.0,50.0,25,5,15,5,18,8,4,30,https://www.igluski.com/ski-resorts/italy/folgarida/hotel-caminetto_32172?holidayId=58502083,72,,,,,,,1103.31,4.5,262,1179.0,1.0686026592707398,0.6,0.6,0.13333333333333333
france,alpe-d-huez,hotel-le-chaix,897.0,200.0,1850.0,249.0,82,15,23,41,23,74,38,135,https://www.igluski.com/ski-resorts/france/alpe-d-huez/hotel-le-chaix_40716?holidayId=58536200,66,71.0,120.0,151.0,276.0,141.0,241.0,1103.31,3.9,117,456.3,0.4135737009544009,0.17037037037037037,0.17037037037037037,0.2814814814814815
finland,saariselka,holiday-club,899.0,500.0,180.0,20.0,5,0,1,4,3,7,2,12,https://www.igluski.com/ski-resorts/finland/saariselka/holiday-club_24309?holidayId=51633533,150,,,,,,,1105.77,4.0,1801,7204.0,6.514917207014117,0.25,0.25,0.16666666666666666
finland,saariselka,tunturi-hotel,899.0,,180.0,20.0,5,0,1,4,3,7,2,12,https://www.igluski.com/ski-resorts/finland/saariselka/tunturi-hotel_24322?holidayId=51764215,,,,,,,,1105.77,4.1,862,3534.2,3.196143863552095,0.25,0.25,0.16666666666666666
italy,cervinia,hotel-compagnoni,901.0,,2050.0,350.0,56,21,21,12,30,75,26,131,https://www.igluski.com/ski-resorts/italy/cervinia/hotel-compagnoni_1699?holidayId=58493037,,27.0,106.0,64.0,147.0,55.0,208.0,1108.23,4.5,47,211.5,0.19084486072385695,0.22900763358778625,0.22900763358778625,0.1984732824427481
france,val-d-isere,hotel-le-kern,902.0,500.0,1850.0,300.0,89,10,45,34,83,46,25,154,https://www.igluski.com/ski-resorts/france/val-d-isere/hotel-le-kern_3737?holidayId=58426603,40,75.0,165.0,185.0,233.0,191.0,242.0,1109.46,4.4,25,110.00000000000001,0.099147332936744,0.538961038961039,0.538961038961039,0.16233766233766234
andorra,soldeu,hotel-himalaia-soldeu,902.0,140.0,1800.0,210.0,67,4,32,26,63,38,22,123,https://www.igluski.com/ski-resorts/andorra/soldeu/hotel-himalaia-soldeu_6248?holidayId=58538293,212,,,,,,,1109.46,4.3,947,4072.1,3.6703441313792293,0.5121951219512195,0.5121951219512195,0.17886178861788618
finland,yllas,yllaskaltio,904.0,,719.0,0.0,29,1,1,0,33,24,6,63,https://www.igluski.com/ski-resorts/finland/yllas/yllaskaltio_26954?holidayId=58522786,144,40.0,65.0,85.0,85.0,85.0,85.0,1111.92,3.7,217,802.9000000000001,0.7220843226131377,0.5238095238095238,0.5238095238095238,0.09523809523809523
italy,sestriere,grand-hotel-sestriere,905.0,300.0,2035.0,400.0,94,5,35,54,43,73,30,146,https://www.igluski.com/ski-resorts/italy/sestriere/grand-hotel-sestriere_3798?holidayId=58509120,208,150.0,220.0,35.0,300.0,96.0,280.0,1113.15,4.1,208,852.8,0.7661141804788213,0.2945205479452055,0.2945205479452055,0.2054794520547945
italy,selva-val-gardena,hotel-flora,905.0,500.0,1563.0,175.0,81,9,41,31,32,23,4,59,https://www.igluski.com/ski-resorts/italy/selva-val-gardena/hotel-flora_20963?holidayId=58411000,38,72.0,165.0,50.0,150.0,49.0,149.0,1113.15,4.5,97,436.5,0.39213044064142294,0.5423728813559322,0.5423728813559322,0.06779661016949153
austria,soll,hotel-fuchs,906.0,,703.0,250.0,94,11,38,44,63,57,8,128,https://www.igluski.com/ski-resorts/austria/soll/hotel-fuchs_19892?holidayId=58438138,130,0.0,25.0,33.0,76.0,48.0,85.0,1114.3799999999999,4.5,228,1026.0,0.9206913261185593,0.4921875,0.4921875,0.0625
