country,resort,hotel,price (£),distance_from_lift_(m),altitude (m),totalPiste (km),totalLifts,gondolas,chairlifts,draglifts,blues,reds,blacks,totalRuns,link,sleeps,decSnowLow2020(cm),decSnowHigh2020(cm),janSnowLow2020(cm),janSnowHigh2020(cm),febSnowLow2020(cm),febSnowHigh2020(cm),price ($),ratings,num_reviews,relative_score,value_metric,proportion_blues,proportion_reds,proportion_blacks
austria,mayrhofen,pension-valentina,740.0,100.0,630.0,600.0,52,8,27,17,43,75,15,133,https://www.igluski.com/ski-resorts/austria/mayrhofen/pension-valentina_36850?holidayId=58420555,,0.0,60.0,5.0,80.0,2.0,99.0,910.1999999999999,3.8,13,49.4,0.05427378598110306,0.3233082706766917,0.3233082706766917,0.11278195488721804
austria,soll,hotel-garni-sonnenhof,744.0,,703.0,250.0,94,11,38,44,63,57,8,128,https://www.igluski.com/ski-resorts/austria/soll/hotel-garni-sonnenhof_1346?holidayId=58340113,24,0.0,25.0,33.0,76.0,48.0,85.0,915.12,5.0,37,185.0,0.2021592796573127,0.4921875,0.4921875,0.0625
italy,pila,hotel-plan-bois,746.0,100.0,1800.0,70.0,12,2,9,1,5,22,3,30,https://www.igluski.com/ski-resorts/italy/pila/hotel-plan-bois_32327?holidayId=58530208,62,65.0,150.0,65.0,150.0,65.0,150.0,917.58,4.0,136,544.0,0.5928638374855598,0.16666666666666666,0.16666666666666666,0.1
italy,passo-tonale,hotel-savoia,748.0,,1883.0,100.0,30,3,19,8,11,15,4,30,https://www.igluski.com/ski-resorts/italy/passo-tonale/hotel-savoia_3436?holidayId=58448193,,30.0,400.0,30.0,400.0,30.0,400.0,920.04,4.1,31,127.1,0.13814616755793227,0.36666666666666664,0.36666666666666664,0.13333333333333333
italy,madonna-di-campiglio,italo-hotel,748.0,,1550.0,150.0,47,9,29,9,21,13,4,38,https://www.igluski.com/ski-resorts/italy/madonna-di-campiglio/italo-hotel_27661?holidayId=58459422,56,79.0,187.0,60.0,160.0,60.0,149.0,920.04,4.4,150,660.0,0.7173601147776184,0.5526315789473685,0.5526315789473685,0.10526315789473684
italy,sauze-d-oulx,hotel-la-torre,751.0,300.0,1503.0,400.0,89,0,35,54,31,97,32,160,https://www.igluski.com/ski-resorts/italy/sauze-d-oulx/hotel-la-torre_3585?holidayId=58531117,228,150.0,220.0,35.0,300.0,96.0,280.0,923.73,3.9,218,850.1999999999999,0.9203988178363807,0.19375,0.19375,0.2
andorra,soldeu,hotel-euroski,752.0,500.0,1800.0,210.0,67,4,32,26,63,38,22,123,https://www.igluski.com/ski-resorts/andorra/soldeu/hotel-euroski_32498?holidayId=58468256,298,,,,,,,924.96,3.9,552,2152.7999999999997,2.3274519979242343,0.5121951219512195,0.5121951219512195,0.17886178861788618
andorra,soldeu,soldeu-maistre,754.0,150.0,1800.0,210.0,67,4,32,26,63,38,22,123,https://www.igluski.com/ski-resorts/andorra/soldeu/soldeu-maistre_18981?holidayId=58306591,94,,,,,,,927.42,4.3,236,1014.8,1.0942183692393954,0.5121951219512195,0.5121951219512195,0.17886178861788618
austria,kaprun,pension-austria,754.0,,775.0,132.0,56,12,17,27,31,19,9,59,https://www.igluski.com/ski-resorts/austria/kaprun/pension-austria_38103?holidayId=58476229,50,0.0,130.0,33.0,188.0,39.0,235.0,927.42,4.6,35,161.0,0.17359987923486664,0.5254237288135594,0.5254237288135594,0.15254237288135594
bulgaria,bansko,boutique-hotel-amira,755.0,300.0,935.0,70.0,24,1,7,16,5,8,1,14,https://www.igluski.com/ski-resorts/bulgaria/bansko/boutique-hotel-amira_39168?holidayId=58544648,,0.0,70.0,5.0,75.0,5.0,77.0,928.65,4.8,481,2308.7999999999997,2.4861896301082216,0.35714285714285715,0.35714285714285715,0.07142857142857142
france,serre-chevalier,hotel-vauban,757.0,200.0,1350.0,250.0,74,9,19,46,53,43,15,111,https://www.igluski.com/ski-resorts/france/serre-chevalier/hotel-vauban_36911?holidayId=58481580,,0.0,200.0,75.0,250.0,43.0,231.0,931.11,4.0,376,1504.0,1.6152763905446188,0.4774774774774775,0.4774774774774775,0.13513513513513514
bulgaria,pamporovo,hotel-perelik,758.0,,1650.0,18.0,19,0,6,13,5,5,4,14,https://www.igluski.com/ski-resorts/bulgaria/pamporovo/hotel-perelik_2703?holidayId=58417429,424,0.0,0.0,60.0,85.0,166.0,170.0,932.34,4.4,857,3770.8,4.044447304631357,0.35714285714285715,0.35714285714285715,0.2857142857142857
austria,kaprun,pension-bergheil,758.0,,775.0,132.0,56,12,17,27,31,19,9,59,https://www.igluski.com/ski-resorts/austria/kaprun/pension-bergheil_38098?holidayId=58505745,,0.0,130.0,33.0,188.0,39.0,235.0,932.34,4.7,39,183.3,0.19660209794710085,0.5254237288135594,0.5254237288135594,0.15254237288135594
finland,levi,hotel-sirkantahti,758.0,,200.0,44.0,27,2,2,14,19,22,2,43,https://www.igluski.com/ski-resorts/finland/levi/hotel-sirkantahti_39150?holidayId=58303783,,35.0,45.0,65.0,75.0,90.0,115.0,932.34,4.1,648,2656.7999999999997,2.8496042216358837,0.4418604651162791,0.4418604651162791,0.046511627906976744
italy,canazei,hotel-villa-emma,758.0,900.0,1460.0,120.0,58,9,28,21,30,41,3,74,https://www.igluski.com/ski-resorts/italy/canazei/hotel-villa-emma_36728?holidayId=58545422,,50.0,160.0,50.0,120.0,50.0,120.0,932.34,3.6,274,986.4,1.0579831391981465,0.40540540540540543,0.40540540540540543,0.04054054054054054
austria,niederau-oberau,hotel-austria,761.0,,826.0,48.0,47,7,8,31,24,34,11,69,https://www.igluski.com/ski-resorts/austria/niederau-oberau/hotel-austria_2108?holidayId=58466656,94,0.0,0.0,50.0,106.0,48.0,114.0,936.03,3.8,227,862.5999999999999,0.9215516596690276,0.34782608695652173,0.34782608695652173,0.15942028985507245
italy,passo-tonale,hotel-piandineve,761.0,,1883.0,100.0,30,3,19,8,11,15,4,30,https://www.igluski.com/ski-resorts/italy/passo-tonale/hotel-piandineve_5313?holidayId=58521441,282,30.0,400.0,30.0,400.0,30.0,400.0,936.03,3.9,455,1774.5,1.8957725713919427,0.36666666666666664,0.36666666666666664,0.13333333333333333
italy,pila,hotel-chacaril,765.0,,1800.0,70.0,12,2,9,1,5,22,3,30,https://www.igluski.com/ski-resorts/italy/pila/hotel-chacaril_313?holidayId=58512710,50,65.0,150.0,65.0,150.0,65.0,150.0,940.9499999999999,4.6,156,717.5999999999999,0.762633508688028,0.16666666666666666,0.16666666666666666,0.1
italy,madonna-di-campiglio,hotel-cristiania,768.0,,1550.0,150.0,47,9,29,9,21,13,4,38,https://www.igluski.com/ski-resorts/italy/madonna-di-campiglio/hotel-cristiania_27662?holidayId=58543318,76,79.0,187.0,60.0,160.0,60.0,149.0,944.64,4.5,1958,8811.0,9.32736280487805,0.5526315789473685,0.5526315789473685,0.10526315789473684
andorra,pas-de-la-casa,hotel-catalunya,768.0,,2050.0,193.0,63,4,28,26,40,37,23,100,https://www.igluski.com/ski-resorts/andorra/pas-de-la-casa/hotel-catalunya_36701?holidayId=58538398,,15.0,40.0,80.0,165.0,52.0,140.0,944.64,4.1,108,442.79999999999995,0.46874999999999994,0.4,0.4,0.23
austria,zell-am-see,hotel-seehof,771.0,,758.0,136.0,55,13,18,24,31,19,9,59,https://www.igluski.com/ski-resorts/austria/zell-am-see/hotel-seehof_38141?holidayId=58429927,,0.0,58.0,43.0,147.0,46.0,150.0,948.33,4.3,341,1466.3,1.5461917265087046,0.5254237288135594,0.5254237288135594,0.15254237288135594
finland,ruka,hotel-rukahovi,771.0,,291.0,24.0,26,0,5,0,16,14,4,34,https://www.igluski.com/ski-resorts/finland/ruka/hotel-rukahovi_19936?holidayId=58444184,326,24.0,40.0,80.0,80.0,86.0,86.0,948.33,4.1,883,3620.2999999999997,3.817552961521833,0.47058823529411764,0.47058823529411764,0.11764705882352941
andorra,soldeu,hotel-galanthus,772.0,,1800.0,210.0,67,4,32,26,63,38,22,123,https://www.igluski.com/ski-resorts/andorra/soldeu/hotel-galanthus_27271?holidayId=58834847,,,,,,,,949.56,4.2,577,2423.4,2.552129407304436,0.5121951219512195,0.5121951219512195,0.17886178861788618
france,chamonix,la-folie-douce-hotel,773.0,200.0,1035.0,762.0,64,13,18,32,51,190,21,262,https://www.igluski.com/ski-resorts/france/chamonix/la-folie-douce-hotel_36783?holidayId=58886508,,0.0,0.0,0.0,130.0,0.0,130.0,950.79,4.2,1781,7480.200000000001,7.867352412204589,0.1946564885496183,0.1946564885496183,0.08015267175572519
italy,sauze-d-oulx,hotel-gran-baita,774.0,,1503.0,400.0,89,0,35,54,31,97,32,160,https://www.igluski.com/ski-resorts/italy/sauze-d-oulx/hotel-gran-baita_2538?holidayId=58517038,72,150.0,220.0,35.0,300.0,96.0,280.0,952.02,4.6,111,510.59999999999997,0.5363332703094472,0.19375,0.19375,0.2
italy,sauze-d-oulx,hotel-sauze,774.0,,1503.0,400.0,89,0,35,54,31,97,32,160,https://www.igluski.com/ski-resorts/italy/sauze-d-oulx/hotel-sauze_3413?holidayId=58486592,62,150.0,220.0,35.0,300.0,96.0,280.0,952.02,4.1,64,262.4,0.27562446167097326,0.19375,0.19375,0.2
italy,pila,hotel-etoile-de-neige,776.0,,1800.0,70.0,12,2,9,1,5,22,3,30,https://www.igluski.com/ski-resorts/italy/pila/hotel-etoile-de-neige_427?holidayId=58321260,100,65.0,150.0,65.0,150.0,65.0,150.0,954.48,4.3,137,589.1,0.6171947028748638,0.16666666666666666,0.16666666666666666,0.1
austria,rauris,hotel-kristall,778.0,,950.0,25.0,10,2,1,5,7,3,1,11,https://www.igluski.com/ski-resorts/austria/rauris/hotel-kristall_6417?holidayId=58414090,130,0.0,0.0,61.0,151.0,58.0,163.0,956.9399999999999,3.9,175,682.5,0.713210859615023,0.6363636363636364,0.6363636363636364,0.09090909090909091
italy,sestriere,hotel-savoy-edelweiss,778.0,,2035.0,400.0,94,5,35,54,43,73,30,146,https://www.igluski.com/ski-resorts/italy/sestriere/hotel-savoy-edelweiss_3844?holidayId=58542754,60,150.0,220.0,35.0,300.0,96.0,280.0,956.9399999999999,4.3,64,275.2,0.2875833385583213,0.2945205479452055,0.2945205479452055,0.2054794520547945
austria,kitzbuhel,hotel-bruggerhof,783.0,2000.0,760.0,185.0,61,11,27,15,29,27,11,67,https://www.igluski.com/ski-resorts/austria/kitzbuhel/hotel-bruggerhof_1265?holidayId=58492698,56,,,,,,,963.09,4.2,122,512.4,0.5320375042830887,0.43283582089552236,0.43283582089552236,0.16417910447761194
italy,folgarida,park-hotel,783.0,,1300.0,50.0,25,5,15,5,18,8,4,30,https://www.igluski.com/ski-resorts/italy/folgarida/park-hotel_30823?holidayId=58492837,240,,,,,,,963.09,4.0,699,2796.0,2.9031554683362923,0.6,0.6,0.13333333333333333
france,serre-chevalier,residence-aquisana,785.0,500.0,1350.0,250.0,74,9,19,46,53,43,15,111,https://www.igluski.com/ski-resorts/france/serre-chevalier/residence-aquisana_36473?holidayId=58318763,100,0.0,200.0,75.0,250.0,43.0,231.0,965.55,4.1,205,840.4999999999999,0.870488322717622,0.4774774774774775,0.4774774774774775,0.13513513513513514
finland,yllas,yllas-saaga-spa-hotel,785.0,,719.0,0.0,29,1,1,0,33,24,6,63,https://www.igluski.com/ski-resorts/finland/yllas/yllas-saaga-spa-hotel_26009?holidayId=58283788,168,40.0,65.0,85.0,85.0,85.0,85.0,965.55,4.3,826,3551.7999999999997,3.678525192895241,0.5238095238095238,0.5238095238095238,0.09523809523809523
italy,campitello,hotel-grohmann,789.0,300.0,1448.0,17.0,9,2,5,2,3,4,1,8,https://www.igluski.com/ski-resorts/italy/campitello/hotel-grohmann_6951?holidayId=58509880,120,,,,,,,970.47,4.2,191,802.2,0.8266097870104177,0.375,0.375,0.125
italy,sauze-d-oulx,hotel-splendid,791.0,500.0,1503.0,400.0,89,0,35,54,31,97,32,160,https://www.igluski.com/ski-resorts/italy/sauze-d-oulx/hotel-splendid_3412?holidayId=58519128,72,150.0,220.0,35.0,300.0,96.0,280.0,972.93,4.4,94,413.6,0.42510766447740334,0.19375,0.19375,0.2
italy,sauze-d-oulx,hotel-k2,791.0,200.0,1503.0,400.0,89,0,35,54,31,97,32,160,https://www.igluski.com/ski-resorts/italy/sauze-d-oulx/hotel-k2_36708?holidayId=58541614,,150.0,220.0,35.0,300.0,96.0,280.0,972.93,4.5,231,1039.5,1.0684221886466654,0.19375,0.19375,0.2
austria,niederau-oberau,hotel-simmerlwirt,795.0,,826.0,48.0,47,7,8,31,24,34,11,69,https://www.igluski.com/ski-resorts/austria/niederau-oberau/hotel-simmerlwirt_37903?holidayId=58521822,,0.0,0.0,50.0,106.0,48.0,114.0,977.85,4.3,281,1208.3,1.235670092549982,0.34782608695652173,0.34782608695652173,0.15942028985507245
italy,val-di-fassa,hotel-arnika,801.0,480.0,1460.0,120.0,58,9,28,21,30,41,3,74,https://www.igluski.com/ski-resorts/italy/val-di-fassa/hotel-arnika_40759?holidayId=58503222,150,50.0,160.0,50.0,120.0,50.0,120.0,985.23,4.2,288,1209.6000000000001,1.2277336256508633,0.40540540540540543,0.40540540540540543,0.04054054054054054
italy,val-di-fassa,hotel-sas-morin,801.0,,1460.0,120.0,58,9,28,21,30,41,3,74,https://www.igluski.com/ski-resorts/italy/val-di-fassa/hotel-sas-morin_20887?holidayId=58521459,50,50.0,160.0,50.0,120.0,50.0,120.0,985.23,4.5,153,688.5,0.6988215949575226,0.40540540540540543,0.40540540540540543,0.04054054054054054
france,brides-les-bains,hotel-vanoise,804.0,,600.0,600.0,198,43,68,87,46,209,35,290,https://www.igluski.com/ski-resorts/france/brides-les-bains/hotel-vanoise_7419?holidayId=58487140,,98.0,121.0,215.0,267.0,207.0,269.0,988.92,4.4,35,154.0,0.15572543785139345,0.15862068965517243,0.15862068965517243,0.1206896551724138
andorra,pas-de-la-casa,hotel-camellot,804.0,200.0,2050.0,193.0,63,4,28,26,40,37,23,100,https://www.igluski.com/ski-resorts/andorra/pas-de-la-casa/hotel-camellot_36843?holidayId=58394657,,15.0,40.0,80.0,165.0,52.0,140.0,988.92,3.9,199,776.1,0.7847955345225095,0.4,0.4,0.23
austria,niederau-oberau,hotel-harfenwirt,806.0,150.0,826.0,48.0,47,7,8,31,24,34,11,69,https://www.igluski.com/ski-resorts/austria/niederau-oberau/hotel-harfenwirt_2112?holidayId=58463596,176,0.0,0.0,50.0,106.0,48.0,114.0,991.38,3.8,295,1121.0,1.1307470394803203,0.34782608695652173,0.34782608695652173,0.15942028985507245
italy,cervinia,hotel-furggen,812.0,,2050.0,350.0,56,21,21,12,30,75,26,131,https://www.igluski.com/ski-resorts/italy/cervinia/hotel-furggen_1748?holidayId=58520223,70,27.0,106.0,64.0,147.0,55.0,208.0,998.76,4.5,127,571.5,0.5722095398293885,0.22900763358778625,0.22900763358778625,0.1984732824427481
andorra,pas-de-la-casa,hotel-guineu,814.0,,2050.0,193.0,63,4,28,26,40,37,23,100,https://www.igluski.com/ski-resorts/andorra/pas-de-la-casa/hotel-guineu_38972?holidayId=58518094,,15.0,40.0,80.0,165.0,52.0,140.0,1001.22,4.1,102,418.2,0.41769041769041765,0.4,0.4,0.23
austria,mayrhofen,hotel-strolz,815.0,800.0,630.0,600.0,52,8,27,17,43,75,15,133,https://www.igluski.com/ski-resorts/austria/mayrhofen/hotel-strolz_1392?holidayId=58541910,90,0.0,60.0,5.0,80.0,2.0,99.0,1002.4499999999999,4.2,130,546.0,0.54466556935508,0.3233082706766917,0.3233082706766917,0.11278195488721804
italy,pila,hotel-lion-noir,818.0,,1800.0,70.0,12,2,9,1,5,22,3,30,https://www.igluski.com/ski-resorts/italy/pila/hotel-lion-noir_6346?holidayId=58440648,,65.0,150.0,65.0,150.0,65.0,150.0,1006.14,4.4,95,418.00000000000006,0.41544914226648383,0.16666666666666666,0.16666666666666666,0.1
austria,st-johann-in-tirol,hotel-fischer,819.0,,700.0,60.0,17,3,4,10,4,23,2,29,https://www.igluski.com/ski-resorts/austria/st-johann-in-tirol/hotel-fischer_1100?holidayId=59106929,70,0.0,0.0,40.0,96.0,44.0,97.0,1007.37,4.6,155,713.0,0.707783634612903,0.13793103448275862,0.13793103448275862,0.06896551724137931
france,brides-les-bains,hotel-amelie,819.0,,600.0,600.0,198,43,68,87,46,209,35,290,https://www.igluski.com/ski-resorts/france/brides-les-bains/hotel-amelie_2115?holidayId=58513914,58,98.0,121.0,215.0,267.0,207.0,269.0,1007.37,4.3,100,430.0,0.42685408539067077,0.15862068965517243,0.15862068965517243,0.1206896551724138
italy,sauze-d-oulx,hotel-relais-des-alpes,819.0,300.0,1503.0,400.0,89,0,35,54,31,97,32,160,https://www.igluski.com/ski-resorts/italy/sauze-d-oulx/hotel-relais-des-alpes_41547?holidayId=58486557,180,150.0,220.0,35.0,300.0,96.0,280.0,1007.37,4.0,160,640.0,0.6353177084884402,0.19375,0.19375,0.2
italy,courmayeur,hotel-centrale,820.0,,1224.0,100.0,16,5,8,3,6,12,4,22,https://www.igluski.com/ski-resorts/italy/courmayeur/hotel-centrale_32211?holidayId=58451718,,40.0,100.0,40.0,100.0,41.0,117.0,1008.6,3.6,88,316.8,0.314098750743605,0.2727272727272727,0.2727272727272727,0.18181818181818182
italy,canazei,al-sole-hotel--residence,821.0,360.0,1460.0,120.0,58,9,28,21,30,41,3,74,https://www.igluski.com/ski-resorts/italy/canazei/al-sole-hotel--residence_42108?holidayId=58540635,100,50.0,160.0,50.0,120.0,50.0,120.0,1009.83,4.3,263,1130.8999999999999,1.119891466880564,0.40540540540540543,0.40540540540540543,0.04054054054054054
italy,passo-tonale,hotel-adamello,826.0,,1883.0,100.0,30,3,19,8,11,15,4,30,https://www.igluski.com/ski-resorts/italy/passo-tonale/hotel-adamello_15406?holidayId=58538340,86,30.0,400.0,30.0,400.0,30.0,400.0,1015.98,4.4,185,814.0000000000001,0.8011968739542118,0.36666666666666664,0.36666666666666664,0.13333333333333333
austria,niederau-oberau,hotel-hannes,827.0,300.0,826.0,48.0,47,7,8,31,24,34,11,69,https://www.igluski.com/ski-resorts/austria/niederau-oberau/hotel-hannes_6937?holidayId=58500617,,0.0,0.0,50.0,106.0,48.0,114.0,1017.21,4.6,82,377.2,0.3708182184602982,0.34782608695652173,0.34782608695652173,0.15942028985507245
austria,st-johann-in-tirol,hotel-park,829.0,,700.0,60.0,17,3,4,10,4,23,2,29,https://www.igluski.com/ski-resorts/austria/st-johann-in-tirol/hotel-park_1300?holidayId=58520945,100,0.0,0.0,40.0,96.0,44.0,97.0,1019.67,4.6,173,795.8,0.7804485765002402,0.13793103448275862,0.13793103448275862,0.06896551724137931
italy,canazei,hotel-il-caminetto,832.0,1000.0,1460.0,120.0,58,9,28,21,30,41,3,74,https://www.igluski.com/ski-resorts/italy/canazei/hotel-il-caminetto_32382?holidayId=58498271,,50.0,160.0,50.0,120.0,50.0,120.0,1023.36,4.0,397,1588.0,1.5517510944340211,0.40540540540540543,0.40540540540540543,0.04054054054054054
italy,bardonecchia,hotel-rive,832.0,200.0,1312.0,140.0,23,0,9,14,17,24,1,42,https://www.igluski.com/ski-resorts/italy/bardonecchia/hotel-rive_20497?holidayId=58476448,150,70.0,170.0,60.0,200.0,47.0,177.0,1023.36,4.2,262,1100.4,1.075281425891182,0.40476190476190477,0.40476190476190477,0.023809523809523808
austria,niederau-oberau,hotel-sonnschein,834.0,1000.0,826.0,48.0,47,7,8,31,24,34,11,69,https://www.igluski.com/ski-resorts/austria/niederau-oberau/hotel-sonnschein_2109?holidayId=58532836,284,0.0,0.0,50.0,106.0,48.0,114.0,1025.82,4.2,333,1398.6000000000001,1.3633970872082823,0.34782608695652173,0.34782608695652173,0.15942028985507245
italy,selva-val-gardena,hotel-alpino-plan,834.0,,1563.0,175.0,81,9,41,31,32,23,4,59,https://www.igluski.com/ski-resorts/italy/selva-val-gardena/hotel-alpino-plan_3627?holidayId=58495641,70,72.0,165.0,50.0,150.0,49.0,149.0,1025.82,4.3,132,567.6,0.5533134468035329,0.5423728813559322,0.5423728813559322,0.06779661016949153
italy,sauze-d-oulx,hotel-biancaneve,838.0,,1503.0,400.0,89,0,35,54,31,97,32,160,https://www.igluski.com/ski-resorts/italy/sauze-d-oulx/hotel-biancaneve_2539?holidayId=58410858,32,150.0,220.0,35.0,300.0,96.0,280.0,1030.74,4.7,60,282.0,0.2735898480703184,0.19375,0.19375,0.2
italy,passo-tonale,hotel-paradiso,839.0,,1883.0,100.0,30,3,19,8,11,15,4,30,https://www.igluski.com/ski-resorts/italy/passo-tonale/hotel-paradiso_18878?holidayId=59385013,240,30.0,400.0,30.0,400.0,30.0,400.0,1031.97,4.1,189,774.9,0.7508939213349225,0.36666666666666664,0.36666666666666664,0.13333333333333333
andorra,pas-de-la-casa,magic-hotel,839.0,200.0,2050.0,193.0,63,4,28,26,40,37,23,100,https://www.igluski.com/ski-resorts/andorra/pas-de-la-casa/magic-hotel_19624?holidayId=58528496,194,15.0,40.0,80.0,165.0,52.0,140.0,1031.97,4.1,370,1516.9999999999998,1.4700039729837104,0.4,0.4,0.23
italy,cervinia,hotel-mon-reve,840.0,,2050.0,350.0,56,21,21,12,30,75,26,131,https://www.igluski.com/ski-resorts/italy/cervinia/hotel-mon-reve_30843?holidayId=58478297,50,27.0,106.0,64.0,147.0,55.0,208.0,1033.2,4.6,138,634.8,0.6144018583042973,0.22900763358778625,0.22900763358778625,0.1984732824427481
austria,schladming,hotel-kirchenwirt,843.0,,745.0,175.0,93,8,23,62,22,44,8,74,https://www.igluski.com/ski-resorts/austria/schladming/hotel-kirchenwirt_6330?holidayId=58505672,30,0.0,50.0,70.0,110.0,67.0,118.0,1036.8899999999999,4.1,365,1496.4999999999998,1.443258204824041,0.2972972972972973,0.2972972972972973,0.10810810810810811
austria,bad-gastein,hotel-alpenblick,847.0,500.0,1080.0,250.0,49,11,19,18,16,38,6,60,https://www.igluski.com/ski-resorts/austria/bad-gastein/hotel-alpenblick_32401?holidayId=58539653,76,0.0,100.0,48.0,155.0,45.0,176.0,1041.81,4.7,268,1259.6000000000001,1.2090496347702557,0.26666666666666666,0.26666666666666666,0.1
finland,saariselka,tunturi-hotel-suites,849.0,,180.0,20.0,5,0,1,4,3,7,2,12,https://www.igluski.com/ski-resorts/finland/saariselka/tunturi-hotel-suites_34984?holidayId=51746245,,,,,,,,1044.27,4.1,862,3534.2,3.3843737730663523,0.25,0.25,0.16666666666666666
austria,alpbach,hotel-alphof,852.0,,1000.0,145.0,47,7,8,31,24,34,11,69,https://www.igluski.com/ski-resorts/austria/alpbach/hotel-alphof_37880?holidayId=58486558,,0.0,0.0,50.0,106.0,48.0,114.0,1047.96,4.5,548,2466.0,2.3531432497423563,0.34782608695652173,0.34782608695652173,0.15942028985507245
italy,sestriere,hotel-gran-roc,852.0,1000.0,2035.0,400.0,94,5,35,54,43,73,30,146,https://www.igluski.com/ski-resorts/italy/sestriere/hotel-gran-roc_39152?holidayId=58476396,,150.0,220.0,35.0,300.0,96.0,280.0,1047.96,4.2,43,180.6,0.17233482193976868,0.2945205479452055,0.2945205479452055,0.2054794520547945
italy,passo-tonale,delle-alpi-hotel,854.0,,1883.0,100.0,30,3,19,8,11,15,4,30,https://www.igluski.com/ski-resorts/italy/passo-tonale/delle-alpi-hotel_4102?holidayId=58387390,70,30.0,400.0,30.0,400.0,30.0,400.0,1050.42,4.0,398,1592.0,1.5155842424934787,0.36666666666666664,0.36666666666666664,0.13333333333333333
austria,mayrhofen,alpin-hotel-garni-eder,855.0,300.0,630.0,600.0,52,8,27,17,43,75,15,133,https://www.igluski.com/ski-resorts/austria/mayrhofen/alpin-hotel-garni-eder_32262?holidayId=58518413,,0.0,60.0,5.0,80.0,2.0,99.0,1051.65,5.0,48,240.0,0.2282128084438739,0.3233082706766917,0.3233082706766917,0.11278195488721804
austria,zell-am-see,seehotel--seevilla-freiberg,855.0,,758.0,136.0,55,13,18,24,31,19,9,59,https://www.igluski.com/ski-resorts/austria/zell-am-see/seehotel--seevilla-freiberg_1325?holidayId=58488847,80,0.0,58.0,43.0,147.0,46.0,150.0,1051.65,4.1,607,2488.7,2.3664717348927873,0.5254237288135594,0.5254237288135594,0.15254237288135594
italy,canazei,hotel-diana,855.0,,1460.0,120.0,58,9,28,21,30,41,3,74,https://www.igluski.com/ski-resorts/italy/canazei/hotel-diana_42103?holidayId=58525928,100,50.0,160.0,50.0,120.0,50.0,120.0,1051.65,4.1,71,291.09999999999997,0.276803118908382,0.40540540540540543,0.40540540540540543,0.04054054054054054
austria,igls,bon-alpina-hotel,856.0,,870.0,12.0,8,1,3,4,2,3,0,5,https://www.igluski.com/ski-resorts/austria/igls/bon-alpina-hotel_3378?holidayId=58332813,194,0.0,0.0,45.0,106.0,49.0,124.0,1052.8799999999999,4.3,1040,4472.0,4.247397614163058,0.4,0.4,0.0
austria,alpbach,haus-andreas--rostall,856.0,,1000.0,145.0,47,7,8,31,24,34,11,69,https://www.igluski.com/ski-resorts/austria/alpbach/haus-andreas--rostall_37878?holidayId=58518855,,0.0,0.0,50.0,106.0,48.0,114.0,1052.8799999999999,4.5,103,463.5,0.4402211078185549,0.34782608695652173,0.34782608695652173,0.15942028985507245
andorra,pas-de-la-casa,font-d-argent,858.0,45.0,2050.0,193.0,63,4,28,26,40,37,23,100,https://www.igluski.com/ski-resorts/andorra/pas-de-la-casa/font-d-argent_7183?holidayId=58477146,150,15.0,40.0,80.0,165.0,52.0,140.0,1055.34,4.4,271,1192.4,1.1298728371899105,0.4,0.4,0.23
italy,pila,th-pila,858.0,200.0,1800.0,70.0,12,2,9,1,5,22,3,30,https://www.igluski.com/ski-resorts/italy/pila/th-pila_36919?holidayId=58484730,,65.0,150.0,65.0,150.0,65.0,150.0,1055.34,4.1,590,2419.0,2.2921522921522923,0.16666666666666666,0.16666666666666666,0.1
austria,zell-am-see,garden-hotel-daxer,861.0,,758.0,136.0,55,13,18,24,31,19,9,59,https://www.igluski.com/ski-resorts/austria/zell-am-see/garden-hotel-daxer_38131?holidayId=58448729,,0.0,58.0,43.0,147.0,46.0,150.0,1059.03,4.8,390,1872.0,1.7676553072150931,0.5254237288135594,0.5254237288135594,0.15254237288135594
andorra,pas-de-la-casa,cristina-hotel,861.0,200.0,2050.0,193.0,63,4,28,26,40,37,23,100,https://www.igluski.com/ski-resorts/andorra/pas-de-la-casa/cristina-hotel_288?holidayId=58540236,100,15.0,40.0,80.0,165.0,52.0,140.0,1059.03,4.5,187,841.5,0.7945950539644769,0.4,0.4,0.23
italy,passo-tonale,hotel-gardenia,861.0,,1883.0,100.0,30,3,19,8,11,15,4,30,https://www.igluski.com/ski-resorts/italy/passo-tonale/hotel-gardenia_3606?holidayId=58523785,112,30.0,400.0,30.0,400.0,30.0,400.0,1059.03,4.3,234,1006.1999999999999,0.9501147276281124,0.36666666666666664,0.36666666666666664,0.13333333333333333
italy,kronplatz,hotel-marajei,867.0,,900.0,103.0,32,20,6,6,25,12,6,43,https://www.igluski.com/ski-resorts/italy/kronplatz/hotel-marajei_36744?holidayId=58490805,,60.0,120.0,60.0,130.0,60.0,132.0,1066.41,4.7,100,470.0,0.44073105090912496,0.5813953488372093,0.5813953488372093,0.13953488372093023
bulgaria,borovets,hotel-rila,869.0,25.0,1390.0,58.0,18,1,4,13,1,13,1,15,https://www.igluski.com/ski-resorts/bulgaria/borovets/hotel-rila_1060?holidayId=58515864,1200,0.0,0.0,160.0,200.0,194.0,246.0,1068.87,4.5,5952,26784.0,25.05823907491089,0.06666666666666667,0.06666666666666667,0.06666666666666667
